Domain Name,Type,Site Rating (gray or white),Category,Behavioral Keywords,Market Requests,Audience
10news.com,Website,white,Premium Publisher,"News Consumers, Current Events, Streaming, OTT",,General Market
10tv.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
110min.de,Website,white,Display,"Streaming, OTT",70176665,General Market
112groningen.nl,Website,white,Display,"Streaming, OTT",16178929,General Market
1130thetiger.com,Website,white,Display,"Streaming, OTT",41216989,General Market
11alive.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
11x11.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
123demands.com,Website,white,Display,"Streaming, OTT",64844313,General Market
123formbuilder.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
123homeschool4me.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Home, DIY, Streaming, OTT",,Women Owned
123rf.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
12news.com,Website,white,Premium Publisher,"News Consumers, Current Events, Streaming, OTT",,General Market
12thman.com,Website,white,Display,"Streaming, OTT",30967547,General Market
12thmanrising.com,Website,white,Display,"Streaming, OTT",250157992,General Market
12tomatoes.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
12up.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
130point.com,Website,white,Display,"Streaming, OTT",359004197,General Market
13newsnow.com,Website,white,Premium Publisher,"News Consumers, Current Events, Streaming, OTT",,General Market
13reasonswhy.fandom.com,Website,white,Display,"Streaming, OTT",19353064,General Market
13tv.co.il,Website,white,Display,"Streaming, OTT",300286510,General Market
13wham.com,Website,white,Display,"Streaming, OTT",316518996,General Market
13wmaz.com,Website,white,Display,"Streaming, OTT",21953587,General Market
1420wbec.com,Website,white,Display,"Streaming, OTT",24572454,General Market
1440wrok.com,Website,white,Display,"Streaming, OTT",64457268,General Market
14powers.com,Video + Display,white,Video + Display,"Native American, Indigenous, Streaming, OTT",,Native American
1520theticket.com,Website,white,Display,"Streaming, OTT",15448713,General Market
15minutenrezepte.de,Website,white,Display,"Streaming, OTT",61828480,General Market
15track.com,Website,white,Display,"Streaming, OTT",43907520,General Market
15worksheets.com,Website,white,Display,"Streaming, OTT",74738196,General Market
160grams.com,Website,white,Display,"Streaming, OTT",15368213,General Market
168.hu,Website,white,Display,"Streaming, OTT",48033956,General Market
17ddblog.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
17track.net,Website,white,Premium Publisher,"Streaming, OTT",,General Market
1800petmeds.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
181fm.com,Website,white,Display,"Streaming, OTT",20334369,General Market
192-168-1-1ip.mobi,Website,white,Display,"Streaming, OTT",57776820,General Market
19andcounting.fandom.com,Website,white,Display,"Streaming, OTT",12420344,General Market
1geki.jp,Website,white,Display,"Streaming, OTT",375399798,General Market
1lumen.com,Website,white,Display,"Streaming, OTT",12516938,General Market
1millionideas.com,Website,white,Display,"Streaming, OTT",321234443,General Market
1strecipes.com,Website,white,Display,"Streaming, OTT",123347690,General Market
1v1.lol,Website,white,Display,"Streaming, OTT",792155492,General Market
2001online.com,Website,white,Display,"Streaming, OTT",36684070,General Market
2018discounts.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
2024election.procon.org,Website,white,Display,"Streaming, OTT",11761886,General Market
2048game.com,Website,white,Display,"Streaming, OTT",1938135186,General Market
21usdeal.com,Video + Display,white,Video + Display,"Asian American, AAPI, Multicultural, Streaming, OTT",,AAPI
225225.jp,Website,white,Display,"Streaming, OTT",12252002,General Market
22mob.com,Website,white,Display,"Streaming, OTT",15382079,General Market
23andme.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
24.fandom.com,Website,white,Display,"Streaming, OTT",31860629,General Market
24.hu,Website,white,Display,"Streaming, OTT",92530919,General Market
24.sapo.pt,Website,white,Display,"Streaming, OTT",122096580,General Market
247sports.com,Website,white,Premium Publisher,"Sports Fans, Streaming, OTT",,General Market
247wallst.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
24bite.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
24carrotkitchen.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Auto, Streaming, OTT",,Women Owned
24h.com.vn,Website,white,Display,"Streaming, OTT",17114752,General Market
24hourslayover.com,Video + Display,white,Video + Display,"LGBTQ+, Inclusive, Streaming, OTT",,LGBTQ+
24live.it,Website,white,Display,"Streaming, OTT",18180015,General Market
24sedam.rs,Website,white,Display,"Streaming, OTT",27281158,General Market
24timezones.com,Website,white,Display,"Streaming, OTT",327570284,General Market
24tp.pl,Website,white,Display,"Streaming, OTT",88201250,General Market
24tv.ua,Website,white,Display,"Streaming, OTT",84656774,General Market
2700chess.com,Website,white,Display,"Streaming, OTT",97025010,General Market
270towin.com,Website,white,Display,"Streaming, OTT",30695808,General Market
2beesinapod.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
2brokegirls.fandom.com,Website,white,Display,"Streaming, OTT",16428475,General Market
2cookinmamas.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
2foodtrippers.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Food Enthusiasts, Streaming, OTT",,Women Owned
2k.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
2kdb.net,Website,white,Display,"Streaming, OTT",157334383,General Market
2nd-train.net,Website,white,Display,"Streaming, OTT",9617494,General Market
2paragraphs.com,Website,white,Display,"Streaming, OTT",170857768,General Market
2peasrefugees.boards.net,Website,white,Display,"Streaming, OTT",42856795,General Market
2sistersrecipes.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
2teaspoons.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
2traveldads.com,Video + Display,white,Video + Display,"Native American, Indigenous, Travel, Streaming, OTT",,Native American
2urbangirls.com,Video + Display,white,Video + Display,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
30daysofgreekfood.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Food Enthusiasts, Streaming, OTT",,Women Owned
30seconds.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
31daily.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
338canada.com,Website,white,Display,"Streaming, OTT",29828227,General Market
360daily.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
365-stream.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
365atlantatraveler.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Travel, Streaming, OTT",,Women Owned
365daysofbakingandmore.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
365folhetos.com,Website,white,Display,"Streaming, OTT",30695674,General Market
365giftguide.com,Video + Display,white,Video + Display,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
365ofertas.com.br,Website,white,Display,"Streaming, OTT",39429332,General Market
365traveler.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Travel, Streaming, OTT",,Women Owned
373news.com,Website,white,Display,"News Consumers, Current Events, Streaming, OTT",36821571,General Market
39mag.benesse.ne.jp,Website,white,Display,"Streaming, OTT",324848461,General Market
3boysandadog.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
3dprinterly.com,Video + Display,white,Video + Display,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
3littlegreenwoods.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
3lor.com,Website,white,Display,"Streaming, OTT",37474068,General Market
3minute.net,Website,white,Display,"Streaming, OTT",14754730,General Market
3yummytummies.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
40aprons.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
40plusstyle.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
411mania.com,Video + Display,white,Video + Display,"Asian American, AAPI, Multicultural, Streaming, OTT",,AAPI
42freeway.com,Website,white,Display,"Streaming, OTT",27470600,General Market
444.hu,Website,white,Display,"Streaming, OTT",121302778,General Market
46matome.net,Website,white,Display,"Streaming, OTT",10870782,General Market
49ers.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
4gnews.pt,Website,white,Display,"News Consumers, Current Events, Streaming, OTT",34609346,General Market
4hatsandfrugal.com,Video + Display,white,Video + Display,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
4imprint.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
4meee.com,Website,white,Display,"Streaming, OTT",9648498,General Market
4news.it,Website,white,Display,"News Consumers, Current Events, Streaming, OTT",10166078,General Market
4sonrus.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
4studio.com.ua,Website,white,Display,"Streaming, OTT",17630221,General Market
4theloveoffoodblog.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Food Enthusiasts, Streaming, OTT",,Women Owned
4travel.jp,Website,white,Display,"Travel, Streaming, OTT",302876973,General Market
4years.asahi.com,Website,white,Display,"Streaming, OTT",20903777,General Market
4yuuu.com,Website,white,Display,"Streaming, OTT",11732828,General Market
5-letter-words.com,Website,white,Display,"Streaming, OTT",130759009,General Market
500px.com,Website,white,Display,"Streaming, OTT",42668779,General Market
50isnotold.com,Website,white,Display,"Streaming, OTT",73488253,General Market
50krecipes.com,Website,white,Display,"Streaming, OTT",14864166,General Market
53.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
560theanswer.com,Website,white,Display,"Streaming, OTT",11174366,General Market
5boysbaker.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
5dinners1hour.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
5dollardinners.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
5e.tools,Website,white,Display,"Streaming, OTT",1364043192,General Market
5ingredients15minutes.com,Website,white,Display,"Streaming, OTT",20586944,General Market
5littlemonsters.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
5minutesformom.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
5newsonline.com,Website,white,Display,"News Consumers, Current Events, Streaming, OTT",11310204,General Market
5thsrd.org,Website,white,Display,"Streaming, OTT",33432430,General Market
5yl.fandom.com,Website,white,Display,"Streaming, OTT",30701696,General Market
604now.com,Video + Display,white,Video + Display,"LGBTQ+, Inclusive, Streaming, OTT",,LGBTQ+
610kona.com,Website,white,Display,"Streaming, OTT",13242272,General Market
6427.read.newszop.com,Website,white,Display,"News Consumers, Current Events, Streaming, OTT",44715539,General Market
6abc.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
6parknews.com,Website,white,Display,"News Consumers, Current Events, Streaming, OTT",67641664,General Market
6pm.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
7-eleven.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
710keel.com,Website,white,Display,"Streaming, OTT",41964467,General Market
71toes.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
7220sports.com,Website,white,Display,"Sports Fans, Streaming, OTT",14102990,General Market
77recipes.com,Website,white,Display,"Streaming, OTT",16138866,General Market
7centerpieces.com,Video + Display,white,Video + Display,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
7daystodie.fandom.com,Website,white,Display,"Streaming, OTT",227419297,General Market
7daystodiemods.com,Website,white,Display,"Streaming, OTT",95733178,General Market
7dsgc.fandom.com,Website,white,Display,"Streaming, OTT",18567117,General Market
7esl.com,Website,white,Display,"Streaming, OTT",38748539,General Market
7littlewordsanswers.com,Website,white,Display,"Streaming, OTT",61221506,General Market
7news.com.au,Website,white,Display,"News Consumers, Current Events, Streaming, OTT",323876885,General Market
7televalencia.com,Website,white,Display,"Streaming, OTT",13172874,General Market
800notes.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
80s-mania-wrestling-returns.fandom.com,Website,white,Display,"Streaming, OTT",16040637,General Market
86-eighty-six.fandom.com,Website,white,Display,"Streaming, OTT",21064251,General Market
890kdxu.com,Website,white,Display,"Streaming, OTT",44823481,General Market
8billiontrees.com,Website,white,Display,"Streaming, OTT",24846451,General Market
8points9seconds.com,Website,white,Display,"Streaming, OTT",49661964,General Market
8x8.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
9-1-1.fandom.com,Website,white,Display,"Streaming, OTT",196318748,General Market
90210.fandom.com,Website,white,Display,"Streaming, OTT",13833933,General Market
90min.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
90skidsonly.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
920espnnewjersey.com,Website,white,Display,"Sports Fans, Streaming, OTT",18109701,General Market
9292.nl,Website,white,Display,"Streaming, OTT",26287931,General Market
929thebull.com,Website,white,Display,"Streaming, OTT",9993640,General Market
929thelake.com,Website,white,Display,"Streaming, OTT",15014757,General Market
92moose.fm,Website,white,Display,"Streaming, OTT",34713495,General Market
943litefm.com,Website,white,Display,"Streaming, OTT",48391724,General Market
943thepoint.com,Website,white,Display,"Streaming, OTT",75099966,General Market
943thex.com,Website,white,Display,"Streaming, OTT",12083145,General Market
949whom.com,Website,white,Display,"Streaming, OTT",36448233,General Market
953thebear.com,Website,white,Display,"Streaming, OTT",15442390,General Market
95rockfm.com,Website,white,Display,"Streaming, OTT",18491920,General Market
961theeagle.com,Website,white,Display,"Streaming, OTT",11743646,General Market
963theblaze.com,Website,white,Display,"Streaming, OTT",10911907,General Market
965kvki.com,Website,white,Display,"Streaming, OTT",10086994,General Market
967theeagle.net,Website,white,Display,"Streaming, OTT",13806589,General Market
973espn.com,Website,white,Display,"Sports Fans, Streaming, OTT",46426016,General Market
973kkrc.com,Website,white,Display,"Streaming, OTT",42806337,General Market
973thedawg.com,Website,white,Display,"Streaming, OTT",92423794,General Market
975now.com,Website,white,Display,"Streaming, OTT",37864066,General Market
975thefanatic.com,Website,white,Display,"Streaming, OTT",9183858,General Market
979kickfm.com,Website,white,Display,"Streaming, OTT",23736704,General Market
97rockonline.com,Website,white,Display,"Streaming, OTT",13885922,General Market
97x.com,Website,white,Display,"Streaming, OTT",280197963,General Market
97zokonline.com,Website,white,Display,"Streaming, OTT",36338801,General Market
981thehawk.com,Website,white,Display,"Streaming, OTT",20530965,General Market
983thesnake.com,Website,white,Display,"Streaming, OTT",29233112,General Market
985thesportshub.com,Website,white,Display,"Sports Fans, Streaming, OTT",48767404,General Market
987thebomb.com,Website,white,Display,"Streaming, OTT",24404983,General Market
991thewhale.com,Website,white,Display,"Streaming, OTT",11643176,General Market
995qyk.com,Website,white,Display,"Streaming, OTT",9197172,General Market
999ktdy.com,Website,white,Display,"Streaming, OTT",42991290,General Market
999thepoint.com,Website,white,Display,"Streaming, OTT",28917190,General Market
99wfmk.com,Website,white,Display,"Streaming, OTT",61797869,General Market
9and10news.com,Website,white,Display,"News Consumers, Current Events, Streaming, OTT",10425043,General Market
9db.jp,Website,white,Display,"Streaming, OTT",211206953,General Market
9gag.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
9meters.com,Website,white,Display,"Streaming, OTT",41295658,General Market
9news.com,Website,white,Premium Publisher,"News Consumers, Current Events, Streaming, OTT",,General Market
9now.nine.com.au,Website,white,Display,"Streaming, OTT",120759736,General Market
9to5google.com,Website,white,Display,"Streaming, OTT",53953567,General Market
9to5mac.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
9to5toys.com,Website,white,Display,"Streaming, OTT",14824874,General Market
Angryasianman.com,Website,white,Humor,"Asian American, AAPI, Multicultural, Streaming, OTT",,Asian American
Asamnews.com,Website,white,News,"Asian American, AAPI, Multicultural, News Consumers, Current Events, Streaming, OTT",,Asian American
Asianetnews.com,Website,white,News,"Asian American, AAPI, Multicultural, News Consumers, Current Events, Streaming, OTT",,Asian American
Asianwiki.com,Website,white,Lifestyle,"Asian American, AAPI, Multicultural, Streaming, OTT",,Asian American
Blackdoctor.org,Website,white,Health & Wellness,"African American, Black Culture, Multicultural, Health, Wellness, Streaming, OTT",,African American
Blackenterprise.com,Website,white,Lifestye & Business,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
Canela.tv,Website,white,Lifestyle,"Hispanic, Latino, Spanish-Language, Multicultural, Streaming, OTT",,Hispanic/Latino
Comscore 5000,Website,white,Premium Publisher,"Streaming, OTT",,General Market
HotHipHopDetroit.com,Website,white,Music,"African American, Black Culture, Multicultural, Entertainment, Streaming, OTT",,African American
Latina.com,Website,white,Lifestyle,"Hispanic, Latino, Spanish-Language, Multicultural, Streaming, OTT",,Hispanic/Latino
Marca.com,"Website, App",white,Lifestyle & Sports,"Hispanic, Latino, Spanish-Language, Multicultural, Streaming, OTT",,Hispanic/Latino
Milenio.com,"Website, App",white,News,"Hispanic, Latino, Spanish-Language, Multicultural, News Consumers, Current Events, Streaming, OTT",,Hispanic/Latino
Mundohispanico.com,Website,white,Lifestyle & News,"Hispanic, Latino, Spanish-Language, Multicultural, News Consumers, Current Events, Streaming, OTT",,Hispanic/Latino
NationalBlackGuide.com,Website and app,white,"News, Media, Guide","African American, Black Culture, Multicultural, News Consumers, Current Events, Streaming, OTT",,African American
OndemandChina.com,"Website, App",white,Lifestyle,"Asian American, AAPI, Multicultural, Streaming, OTT",,Asian American
OndemandKorea.com,"Website, App",white,Lifestyle,"Asian American, AAPI, Multicultural, Streaming, OTT",,Asian American
OndemandVietnam.com,"Website, App",white,Lifestyle,"Asian American, AAPI, Multicultural, Streaming, OTT",,Asian American
Oprah.com,Website and App,white,Arts and Entertainment,"African American, Black Culture, Multicultural, Entertainment, Streaming, OTT",,African American
Prende.tv,Website,white,Lifestyle,"Hispanic, Latino, Spanish-Language, Multicultural, Streaming, OTT",,Hispanic/Latino
RadioNOWIndy.com,Website,white,Pop Music culture,"African American, Black Culture, Multicultural, Entertainment, Streaming, OTT",,African American
Sample Inventory,Website,white,Premium Publisher,"Streaming, OTT",,General Market
SoulVision.TV,"Website, App, CTV",white,Lifestyle,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
Telemundo.com,"Website, CTV",white,News & lifestyle,"Hispanic, Latino, Spanish-Language, Multicultural, News Consumers, Current Events, Streaming, OTT",,Hispanic/Latino
TheBoxHouston.com,Website,white,Arts and Entertainment,"African American, Black Culture, Multicultural, Entertainment, Streaming, OTT",,African American
Univision.com,"Website, CTV",white,News & lifestyle,"Hispanic, Latino, Spanish-Language, Multicultural, News Consumers, Current Events, Streaming, OTT",,Hispanic/Latino
UrbanBelleMag.com,Website,white,Arts and Entertainment,"African American, Black Culture, Multicultural, Entertainment, Streaming, OTT",,African American
a-0ne-piece-game.fandom.com,Website,white,Display,"Streaming, OTT",58049210,General Market
a-kitchen-addiction.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
a-little-to-the-left.fandom.com,Website,white,Display,"Streaming, OTT",29042753,General Market
a-quiet-place.fandom.com,Website,white,Display,"Streaming, OTT",29855785,General Market
a-times24.com,Website,white,Display,"Streaming, OTT",46442209,General Market
a-universal-time-roblox.fandom.com,Website,white,Display,"Streaming, OTT",551658224,General Market
a-z-animals.com,Website,white,Display,"Streaming, OTT",165303776,General Market
a.asiawiki.co,Website,white,Display,"Streaming, OTT",75483814,General Market
a1.ro,Website,white,Display,"Streaming, OTT",41335848,General Market
a4-klub.pl,Website,white,Display,"Streaming, OTT",100195672,General Market
aa.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
aaa.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
aafp.org,Website,white,Premium Publisher,"Streaming, OTT",,General Market
aalbc.com,Website,white,Arts and Entertainment_Books and Literature,"African American, Black Culture, Multicultural, Entertainment, Streaming, OTT",,African American
aanbiedingen365.com,Website,white,Display,"Streaming, OTT",17637977,General Market
aarons.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
aarp.org,Website,white,Premium Publisher,"Streaming, OTT",,General Market
aawsat.com,Website,white,Display,"Streaming, OTT",19234874,General Market
abakingjourney.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
abalancedbelly.co.uk,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
abandonedbygod.fandom.com,Website,white,Display,"Streaming, OTT",15063073,General Market
abbottelementary.fandom.com,Website,white,Display,"Streaming, OTT",21327266,General Market
abbottsathome.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Home, DIY, Streaming, OTT",,Women Owned
abbylangernutrition.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
abc.net.au,Website,white,Premium Publisher,"Streaming, OTT",,General Market
abc10.com,Website,white,Display,"Streaming, OTT",28351955,General Market
abc11.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
abc13.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
abc15.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
abc17news.com,Website,white,Display,"News Consumers, Current Events, Streaming, OTT",251927854,General Market
abc3340.com,Website,white,Display,"Streaming, OTT",165640225,General Market
abc6onyourside.com,Website,white,Display,"Streaming, OTT",152424151,General Market
abc7.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
abc7amarillo.com,Website,white,Display,"Streaming, OTT",34698412,General Market
abc7chicago.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
abc7news.com,Website,white,Premium Publisher,"News Consumers, Current Events, Streaming, OTT",,General Market
abc7ny.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
abcactionnews.com,Website,white,Premium Publisher,"News Consumers, Current Events, Streaming, OTT",,General Market
abcdeelearning.com,Website,white,Display,"Streaming, OTT",39069649,General Market
abcmouse.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
abcnews.com,Website,white,Premium Publisher,"News Consumers, Current Events, Streaming, OTT",,General Market
abcnews4.com,Website,white,Display,"News Consumers, Current Events, Streaming, OTT",100730756,General Market
abcsofliteracy.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
abcya.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
abeautifulmess.com,Website,white,Display,"Streaming, OTT",169348535,General Market
abeautifulplate.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
abeautifulspace.co.uk,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
abebooks.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
abercrombieandfitch.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
aberdeenskitchen.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
aberlehome.com,Website,white,Display,"Home, DIY, Streaming, OTT",9357225,General Market
abetterwaytothrive.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
abg.ninja,Website,white,Display,"Streaming, OTT",11703377,General Market
abiggreenhouse.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
abilitywars-roblox.fandom.com,Website,white,Display,"Streaming, OTT",17012374,General Market
abioticfactor.wiki.gg,Website,white,Display,"Streaming, OTT",37761183,General Market
ablissfulnest.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
ablossominglife.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
abountifulkitchen.com,Video + Display,white,Video + Display,"Asian American, AAPI, Multicultural, Streaming, OTT",,AAPI
about.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
aboutmsr.com,Website,white,Display,"Streaming, OTT",465149527,General Market
aboutsocialanxiety.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
abovethelaw.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
abplive.com,Website,white,Display,"Streaming, OTT",26647328,General Market
abraskitchen.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
abroadwithash.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
abrokenbackpack.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Sports Fans, Streaming, OTT",,Women Owned
abruzzo.cityrumors.it,Website,white,Display,"Streaming, OTT",323712939,General Market
abruzzoweb.it,Website,white,Display,"Streaming, OTT",55341657,General Market
absolutehistory.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
absolutist.com,Website,white,Display,"Streaming, OTT",12133916,General Market
abudhabi.dubizzle.com,Website,white,Display,"Streaming, OTT",42551124,General Market
abutterflyhouse.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
academicjobs.fandom.com,Website,white,Display,"Streaming, OTT",65713390,General Market
