App/Platform Name,Publisher Name,Type,Site Rating (gray or white),Category,Behavioral Keywords,Market Requests,Audience
Crazy Shopping,,Mobile App,white,Video/Streaming,"Streaming, OTT",60304320,General Market
CrazyEights,,Mobile App,white,Video/Streaming,"Streaming, OTT",44121221,General Market
Cribbage *,,Mobile App,white,Video/Streaming,"Streaming, OTT",14455157,General Market
Cribbage card game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",37602961,General Market
Cricbuzz - Live Cricket Scores,,Mobile App,white,Video/Streaming,"Streaming, OTT",509132929,General Market
Cricbuzz Live Cricket Scores,,Mobile App,white,Video/Streaming,"Streaming, OTT",48964681,General Market
Crime Santa,,Mobile App,white,Video/Streaming,"Streaming, OTT",24821665,General Market
CrossWord Jam,,Mobile App,white,Video/Streaming,"Streaming, OTT",386875072,General Market
Crossword Deluxe: Word Puzzles - Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",12163221,General Market
Crossword Explorer,,Mobile App,white,Video/Streaming,"Streaming, OTT",49827874,General Market
Crossword Explorer ,,Mobile App,white,Video/Streaming,"Streaming, OTT",40253658,General Market
Crossword Jam,,Mobile App,white,Video/Streaming,"Streaming, OTT",2208763538,General Market
Crossword Jam - Ext,,Mobile App,white,Video/Streaming,"Streaming, OTT",788622388,General Market
Crossword Jam : Fun Brain Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",102761741,General Market
Crossword Jam-android,,Mobile App,white,Video/Streaming,"Streaming, OTT",16049685,General Market
Crossword Jam: Fun Brain Game - Ext,,Mobile App,white,Video/Streaming,"Streaming, OTT",155171230,General Market
Crossword Jam: Fun Word Search,,Mobile App,white,Video/Streaming,"Streaming, OTT",1203775569,General Market
Crossword Master - Word Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",591540827,General Market
Crossword Master - शब्द पहेली,,Mobile App,white,Video/Streaming,"Streaming, OTT",105345764,General Market
Crossword Puzzle Explorer,,Mobile App,white,Video/Streaming,"Streaming, OTT",150528308,General Market
Crosswords With Friends,,Mobile App,white,Video/Streaming,"Streaming, OTT",104774803,General Market
Crosswords With Friends - iOS,,Mobile App,white,Video/Streaming,"Streaming, OTT",11434836,General Market
Crowd 3D Ultimate,,Mobile App,white,Video/Streaming,"Streaming, OTT",59752263,General Market
Crowd Battle 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",1814138415,General Market
Crowd Blast,,Mobile App,white,Video/Streaming,"Streaming, OTT",54923279,General Market
Crowd Evolution!,,Mobile App,white,Video/Streaming,"Streaming, OTT",35013079,General Market
Crown,,Mobile App,white,Video/Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",28848329,African American
Crown Solitaire (Android),,Mobile App,white,Video/Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",10168311,African American
Crown Solitaire (iOS),,Mobile App,white,Video/Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",36007648,African American
Crown Solitaire: Card Game,,Mobile App,white,Video/Streaming,"African American, Black Culture, Multicultural, Auto, Streaming, OTT",493097199,African American
Crunchyroll,,Mobile App,white,Video/Streaming,"Streaming, OTT",70506828,General Market
Crypto Sense - Earn Rewards,,Mobile App,white,Video/Streaming,"Streaming, OTT",85867225,General Market
Cryptogram Letters and Numbers,,Mobile App,white,Video/Streaming,"Streaming, OTT",54571224,General Market
Cryptogram: Word Brain Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",45744014,General Market
Cube Arena 2048: Merge Numbers,,Mobile App,white,Video/Streaming,"Streaming, OTT",14004370,General Market
Cube Block - Wood Block Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",13999208,General Market
Cube Master 3D - Classic Match,,Mobile App,white,Video/Streaming,"Streaming, OTT",10355009,General Market
Cube Match 3D Tile Matching,,Mobile App,white,Video/Streaming,"Streaming, OTT",49595705,General Market
Cubes Empire Champions,,Mobile App,white,Video/Streaming,"Streaming, OTT",19457476,General Market
DAZN,,Mobile App,white,Video/Streaming,"Streaming, OTT",116081652,General Market
DAZN - Watch Live Sports,,Mobile App,white,Video/Streaming,"Sports Fans, Streaming, OTT",284266008,General Market
DAZN: Stream Live Sports,,Mobile App,white,Video/Streaming,"Sports Fans, Streaming, OTT",189868597,General Market
DAZNDAZN,,Mobile App,white,Video/Streaming,"Streaming, OTT",48494298,General Market
DIRECTV,,Mobile App,white,Video/Streaming,"Streaming, OTT",2644976066,General Market
DIRECTV STREAM,,Mobile App,white,Video/Streaming,"Streaming, OTT",12452402,General Market
DJ Lobo,,Mobile App,white,Video/Streaming,"Streaming, OTT",16446585,General Market
DNA Evolution 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",3793464951,General Market
DOP 2: Delete One Part,,Mobile App,white,Video/Streaming,"Streaming, OTT",158005066,General Market
DOP 3: Displace One Part,,Mobile App,white,Video/Streaming,"Streaming, OTT",15694088,General Market
DOP 5: Delete One Part,,Mobile App,white,Video/Streaming,"Streaming, OTT",168047593,General Market
DRS - Drone Flight Simulator,,Mobile App,white,Video/Streaming,"Streaming, OTT",50279768,General Market
DTVS,,Mobile App,white,Video/Streaming,"Streaming, OTT",25941124372,General Market
Daily Crossword,,Mobile App,white,Video/Streaming,"Streaming, OTT",114388530,General Market
Daily Express,,Mobile App,white,Video/Streaming,"Streaming, OTT",25992904,General Market
Daily Record,,Mobile App,white,Video/Streaming,"Streaming, OTT",12126639,General Market
Daily Themed Crossword,,Mobile App,white,Video/Streaming,"Streaming, OTT",333703256,General Market
Daily Themed Crossword - A Fun crossword game (MOPUB),,Mobile App,white,Video/Streaming,"Streaming, OTT",47380543,General Market
Daily Themed Crossword - A Fun crossword iOS,,Mobile App,white,Video/Streaming,"Streaming, OTT",252539981,General Market
Daily Themed Crossword Puzzle (MOPUB),,Mobile App,white,Video/Streaming,"Streaming, OTT",147730045,General Market
Daily Themed Crossword Puzzles,,Mobile App,white,Video/Streaming,"Streaming, OTT",1530660872,General Market
Daily Trust,,Mobile App,white,Video/Streaming,"Streaming, OTT",52118812,General Market
DailyMail,,Mobile App,white,Video/Streaming,"Streaming, OTT",86786106,General Market
DailyMail iOS,,Mobile App,white,Video/Streaming,"Streaming, OTT",590986529,General Market
DailyTrust ePaper,,Mobile App,white,Video/Streaming,"Streaming, OTT",36335467,General Market
DanTDM,,Mobile App,white,Video/Streaming,"Streaming, OTT",9737186,General Market
Dancing Road: Color Ball Run!,,Mobile App,white,Video/Streaming,"Streaming, OTT",45343513,General Market
Dark Matter TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",31846850,General Market
Dark Riddle: Neighbor's Secret,,Mobile App,white,Video/Streaming,"Streaming, OTT",12639127,General Market
Darts Club,,Mobile App,white,Video/Streaming,"Streaming, OTT",270019493,General Market
Darts Club: PvP Multiplayer,,Mobile App,white,Video/Streaming,"Streaming, OTT",35817719,General Market
Dartsy ANDROID,,Mobile App,white,Video/Streaming,"Streaming, OTT",12177678,General Market
Dead Paradise,,Mobile App,white,Video/Streaming,"Streaming, OTT",11492605,General Market
Dealabs – bons plans & promos,,Mobile App,white,Video/Streaming,"Streaming, OTT",18806814,General Market
Death invasion,,Mobile App,white,Video/Streaming,"Streaming, OTT",205753350,General Market
Decision Tool,,Mobile App,white,Video/Streaming,"Streaming, OTT",1184969229,General Market
Decor Life,,Mobile App,white,Video/Streaming,"Streaming, OTT",13005619,General Market
Decor Life - Home Design Game,,Mobile App,white,Video/Streaming,"Home, DIY, Streaming, OTT",427046233,General Market
Decor Life - Home Design Game - Android,,Mobile App,white,Video/Streaming,"Home, DIY, Streaming, OTT",11429629,General Market
Desert Riders - Wasteland Cars,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",46605766,General Market
Desert Riders: Car Battle Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",13098038,General Market
Destination Solitaire TriPeaks,,Mobile App,white,Video/Streaming,"Streaming, OTT",38783077,General Market
Diario AS: noticias deportivas,,Mobile App,white,Video/Streaming,"Streaming, OTT",235747333,General Market
Dice Dreams,,Mobile App,white,Video/Streaming,"Streaming, OTT",56703532,General Market
Dice Merge! Puzzle Master,,Mobile App,white,Video/Streaming,"Streaming, OTT",43043557,General Market
Dice Words,,Mobile App,white,Video/Streaming,"Streaming, OTT",14981954,General Market
Dice Words - Fun Word Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",24045553,General Market
Differences,,Mobile App,white,Video/Streaming,"Streaming, OTT",53045782,General Market
Differences - Find,,Mobile App,white,Video/Streaming,"Streaming, OTT",149588260,General Market
Differences - Find ,,Mobile App,white,Video/Streaming,"Streaming, OTT",171543282,General Market
Differences - Find & Spot Them,,Mobile App,white,Video/Streaming,"Streaming, OTT",175511256,General Market
Differences - Find them All,,Mobile App,white,Video/Streaming,"Streaming, OTT",63946670,General Market
Differences - find ,,Mobile App,white,Video/Streaming,"Streaming, OTT",29522237,General Market
Differences - find & spot them,,Mobile App,white,Video/Streaming,"Streaming, OTT",200278778,General Market
Diggys Adventure,,Mobile App,white,Video/Streaming,"Streaming, OTT",21451471,General Market
Digi Merge,,Mobile App,white,Video/Streaming,"Streaming, OTT",44024069,General Market
DirecTV,,Mobile App,white,Video/Streaming,"Streaming, OTT",11430079678,General Market
DirecTV Stream Fire TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",446557054,General Market
Dirt Trackin 2,,Mobile App,white,Video/Streaming,"Streaming, OTT",27920672,General Market
Dirt Trackin Sprint Cars,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",19931664,General Market
Discovery GO,,Mobile App,white,Video/Streaming,"Streaming, OTT",98315140,General Market
DiscoveryPlus,,Mobile App,white,Video/Streaming,"Streaming, OTT",1017665740,General Market
Dish Anywhere,,Mobile App,white,Video/Streaming,"Streaming, OTT",12009676,General Market
Dish Hopper,,Mobile App,white,Video/Streaming,"Streaming, OTT",336881578,General Market
DistroTV,,Mobile App,white,Video/Streaming,"Streaming, OTT",703612875,General Market
Documentary Movies & TV by Fawesome,,Mobile App,white,Video/Streaming,"Streaming, OTT",9553405,General Market
Documento e-Paper,,Mobile App,white,Video/Streaming,"Streaming, OTT",38011549,General Market
Dodge The Ball 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",9341410912,General Market
Dog Whisperer: Fun Walker Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",33797943,General Market
Dolphin Player,,Mobile App,white,Video/Streaming,"Streaming, OTT",85476856,General Market
Domino,,Mobile App,white,Video/Streaming,"Streaming, OTT",163561569,General Market
Domino - Dominos online game,,Mobile App,white,Video/Streaming,"Streaming, OTT",47677952,General Market
Domino! Free,,Mobile App,white,Video/Streaming,"Streaming, OTT",54622584,General Market
Domino! Multiplayer Dominoes,,Mobile App,white,Video/Streaming,"Streaming, OTT",25545570,General Market
Dominoes,,Mobile App,white,Video/Streaming,"Streaming, OTT",241580849,General Market
Dominoes (Android),,Mobile App,white,Video/Streaming,"Streaming, OTT",12396783,General Market
Dominoes (iOS),,Mobile App,white,Video/Streaming,"Streaming, OTT",23722263,General Market
Dominoes Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",17809492,General Market
Dominoes Android Fiogonia,,Mobile App,white,Video/Streaming,"Streaming, OTT",10639020,General Market
Dominoes Classic Dominos Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",57210573,General Market
Dominoes Master,,Mobile App,white,Video/Streaming,"Streaming, OTT",25888952,General Market
Dominoes Master: Classic Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",52092584,General Market
Dominoes: Classic Dominos Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",65763167,General Market
Dominoes: Classic Tile Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",12696687,General Market
Dominoes: Classic Tile Game?,,Mobile App,white,Video/Streaming,"Streaming, OTT",12975622,General Market
Dominos - Best Dominoes Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",81487371,General Market
Dominos Game Classic Dominoes,,Mobile App,white,Video/Streaming,"Streaming, OTT",308525652,General Market
Dominó,,Mobile App,white,Video/Streaming,"Streaming, OTT",10957866,General Market
Double Money,,Mobile App,white,Video/Streaming,"Streaming, OTT",11056154,General Market
Dove Channel,,Mobile App,white,Video/Streaming,"Streaming, OTT",9705270,General Market
Downhill Racer,,Mobile App,white,Video/Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",16907058,African American
Dragon City - Breed & Battle!,,Mobile App,white,Video/Streaming,"Streaming, OTT",123184948,General Market
Dragon City Mobile,,Mobile App,white,Video/Streaming,"Streaming, OTT",631643873,General Market
Dragon City: Mobile Adventure,,Mobile App,white,Video/Streaming,"Streaming, OTT",13140607,General Market
Dragon city Android iS,,Mobile App,white,Video/Streaming,"Streaming, OTT",20368808,General Market
Drama Movies ,,Mobile App,white,Video/Streaming,"Entertainment, Streaming, OTT",11120033,General Market
Drama Movies & TV by Fawesome,,Mobile App,white,Video/Streaming,"Entertainment, Streaming, OTT",151622228,General Market
Draw Joust!,,Mobile App,white,Video/Streaming,"Streaming, OTT",33954671,General Market
Dream League Soccer,,Mobile App,white,Video/Streaming,"Streaming, OTT",638375893,General Market
Dream League Soccer 2020,,Mobile App,white,Video/Streaming,"Streaming, OTT",1030620495,General Market
Dream Mania - Match 3 Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",51003627,General Market
Drift Max Pro Car Racing Game,,Mobile App,white,SVOD,"Auto, Streaming, OTT",86208321,General Market
Drift Max Pro Drift Racing,,Mobile App,white,SVOD,"Streaming, OTT",15547389,General Market
Drill Master,,Mobile App,white,Video/Streaming,"Streaming, OTT",71768447,General Market
Drill and Collect,,Mobile App,white,Video/Streaming,"Streaming, OTT",32572314,General Market
Drive Hills,,Mobile App,white,Video/Streaming,"Streaming, OTT",50989005,General Market
Drive and Park,,Mobile App,white,Video/Streaming,"Streaming, OTT",2042849089,General Market
Drop ,,Mobile App,white,Video/Streaming,"Streaming, OTT",65617051,General Market
Drop Merge® : Number Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",9733940,General Market
Drop the Number,,Mobile App,white,Video/Streaming,"Streaming, OTT",23936527,General Market
Dude Perfect,,Mobile App,white,Video/Streaming,"Streaming, OTT",47400560,General Market
Duplica 3D Match Sort Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",41005948,General Market
Dye Hard,,Mobile App,white,Video/Streaming,"Streaming, OTT",34243657,General Market
EL PAÍS,,Mobile App,white,Video/Streaming,"Streaming, OTT",26212387,General Market
EMERGENCY HQ,,Mobile App,white,Video/Streaming,"Streaming, OTT",97209552,General Market
EMERGENCY HQ: rescue strategy,,Mobile App,white,Video/Streaming,"Streaming, OTT",12718426,General Market
ESound Music,,Mobile App,white,Video/Streaming,"Entertainment, Streaming, OTT",23367859,General Market
EYstreem,,Mobile App,white,Video/Streaming,"Streaming, OTT",22934510,General Market
Easy Game - brain test,,Mobile App,white,Video/Streaming,"Streaming, OTT",36754481,General Market
Easy Urdu Keyboard اردو Editor,,Mobile App,white,Video/Streaming,"Streaming, OTT",51024232,General Market
Easy Words - Word Puzzle Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",112207970,General Market
Eatventure,,Mobile App,white,Video/Streaming,"Streaming, OTT",188767374,General Market
Eatventure_IOS,,Mobile App,white,Video/Streaming,"Streaming, OTT",24362072,General Market
El Mundo - Diario líder online,,Mobile App,white,Video/Streaming,"Streaming, OTT",45382924,General Market
El Mundo - Diario online,,Mobile App,white,Video/Streaming,"Streaming, OTT",49375114,General Market
Emergency Ambulance Simulator,,Mobile App,white,Video/Streaming,"Streaming, OTT",47832728,General Market
En Lefko 87.7,,Mobile App,white,Video/Streaming,"Streaming, OTT",73069581,General Market
En Son Haber - Güncel Haberler,,Mobile App,white,Video/Streaming,"Streaming, OTT",15929167,General Market
Enikos,,Mobile App,white,Video/Streaming,"Streaming, OTT",91646322,General Market
Ensonhaber,,Mobile App,white,Video/Streaming,"Streaming, OTT",16542374,General Market
Escape from Prison,,Mobile App,white,Video/Streaming,"Streaming, OTT",21731919,General Market
Euchre,,Mobile App,white,Video/Streaming,"Streaming, OTT",26967986,General Market
Euchre *,,Mobile App,white,Video/Streaming,"Streaming, OTT",77614886,General Market
Euchre 3D iOS (MAX Mediation),,Mobile App,white,SVOD,"Streaming, OTT",40034510,General Market
European Football Security,,Mobile App,white,Video/Streaming,"Streaming, OTT",12209065,General Market
Extra Hot Chili 3D:Pepper Fury,,Mobile App,white,Video/Streaming,"Streaming, OTT",13846765537,General Market
FUTBIN 24 Database & Draft,,Mobile App,white,Video/Streaming,"Streaming, OTT",22263685,General Market
Face & Body Editor - AI Photo,,Mobile App,white,Video/Streaming,"Streaming, OTT",42721741,General Market
Faith Movies & TV by Fawesome,,Mobile App,white,Video/Streaming,"Streaming, OTT",37957280,General Market
Falling Art Ragdoll Simulator,,Mobile App,white,Video/Streaming,"Streaming, OTT",27478682,General Market
Family Guy: The Quest for Stuff - Android,,Mobile App,white,Video/Streaming,"Family, Parents, Streaming, OTT",15644083,General Market
Family Guy: The Quest for Stuff - iOS,,Mobile App,white,Video/Streaming,"Family, Parents, Streaming, OTT",9097109,General Market
Farm Heroes Saga,,Mobile App,white,Video/Streaming,"Streaming, OTT",10317960335,General Market
Farm Heroes Super Saga,,Mobile App,white,Video/Streaming,"Streaming, OTT",229354209,General Market
Fashion Battle,,Mobile App,white,Video/Streaming,"Fashion, Beauty, Streaming, OTT",57828191,General Market
Fashion Battle - Dress up game,,Mobile App,white,Video/Streaming,"Fashion, Beauty, Streaming, OTT",2394759907,General Market
Fashion Battle - Dress up game - Android,,Mobile App,white,Video/Streaming,"Fashion, Beauty, Streaming, OTT",23653183,General Market
Fast Scanner - PDF Scan App,,Mobile App,white,Video/Streaming,"Streaming, OTT",19435168,General Market
Fawesome,,Mobile App,white,Video/Streaming,"Streaming, OTT",5606216882,General Market
Fawesome - Free Awesome TV & Movies,,Mobile App,white,Video/Streaming,"Streaming, OTT",1579245259,General Market
Fawesome - Free Movies and TV Shows,,Mobile App,white,Video/Streaming,"Streaming, OTT",3389799158,General Market
Fawesome Fire TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",178537659,General Market
Fawesome Roku TV,,Mobile App,white,AVOD/FAST,"Streaming, OTT",511822497,General Market
FawesomeTV,,Mobile App,white,Video/Streaming,"Streaming, OTT",46500534,General Market
Femail,,Mobile App,white,Video/Streaming,"Streaming, OTT",9307461,General Market
Female Fitness,,Mobile App,white,Video/Streaming,"Health, Wellness, Streaming, OTT",607639029,General Market
Figgerits - Word Puzzle Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",56936766,General Market
Fight For America 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",11369572,General Market
Fight Master,,Mobile App,white,Video/Streaming,"Streaming, OTT",28274605,General Market
Fill The Fridge,,Mobile App,white,Video/Streaming,"Streaming, OTT",34408327,General Market
Fill Up Fridge,,Mobile App,white,Video/Streaming,"Streaming, OTT",70957493,General Market
Fill Up Fridge：Organizing Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",17026084,General Market
FilmRise,,Mobile App,white,Video/Streaming,"Streaming, OTT",2325407339,General Market
FilmRise - Free Movies and TV Shows,,Mobile App,white,Video/Streaming,"Streaming, OTT",33562843,General Market
FilmRise Action,,Mobile App,white,Video/Streaming,"Streaming, OTT",78826273,General Market
FilmRise Black TV,,Mobile App,white,Video/Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",58855035,African American
FilmRise British TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",232051878,General Market
FilmRise Classic TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",50516331,General Market
FilmRise Comedy,,Mobile App,white,Video/Streaming,"Streaming, OTT",24067562,General Market
FilmRise Documentary,,Mobile App,white,Video/Streaming,"Streaming, OTT",20298942,General Market
FilmRise Español,,Mobile App,white,Video/Streaming,"Streaming, OTT",55621400,General Market
FilmRise FireTV,,Mobile App,white,Video/Streaming,"Streaming, OTT",21761325,General Market
FilmRise History,,Mobile App,white,Video/Streaming,"Streaming, OTT",17800517,General Market
FilmRise Horror,,Mobile App,white,Video/Streaming,"Streaming, OTT",86856253,General Market
FilmRise Mysteries,,Mobile App,white,Video/Streaming,"Streaming, OTT",45339341,General Market
FilmRise Paranormal,,Mobile App,white,Video/Streaming,"Streaming, OTT",12194417,General Market
FilmRise Roku TV,,Mobile App,white,AVOD/FAST,"Streaming, OTT",217371884,General Market
FilmRise Sci-Fi,,Mobile App,white,Video/Streaming,"Streaming, OTT",57223449,General Market
FilmRise True Crime,,Mobile App,white,Video/Streaming,"Streaming, OTT",116947402,General Market
FilmRise Western,,Mobile App,white,Video/Streaming,"Streaming, OTT",189673113,General Market
FilmRiseHorror,,Mobile App,white,Video/Streaming,"Streaming, OTT",20810631,General Market
FilmRiseMysteries,,Mobile App,white,Video/Streaming,"Streaming, OTT",22398740,General Market
FilmRiseSci-Fi,,Mobile App,white,Video/Streaming,"Streaming, OTT",10782407,General Market
Filmrise,,Mobile App,white,Video/Streaming,"Streaming, OTT",1338800620,General Market
Filmrise BlackTV,,CTV,white,Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
FilmriseAction,,Mobile App,white,Video/Streaming,"Streaming, OTT",40880623,General Market
FilmriseBlackTv,,Mobile App,white,Video/Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",13601720,African American
FilmriseBritishTV,,Mobile App,white,Video/Streaming,"Streaming, OTT",11848624,General Market
FilmriseTrueCrime,,Mobile App,white,Video/Streaming,"Streaming, OTT",32205036,General Market
FilmriseWestern,,Mobile App,white,Video/Streaming,"Streaming, OTT",15822055,General Market
Filmzie,,Mobile App,white,Video/Streaming,"Streaming, OTT",58184825,General Market
Find Difference: Spot Fun,,Mobile App,white,Video/Streaming,"Streaming, OTT",34790571,General Market
Find Differences,,Mobile App,white,Video/Streaming,"Streaming, OTT",28490804,General Market
Find Differences Search & Spot,,Mobile App,white,Video/Streaming,"Streaming, OTT",107703644,General Market
Find Differences: Search and Spot All,,Mobile App,white,Video/Streaming,"Streaming, OTT",10235688,General Market
Find Hidden Objects - Spot It!,,Mobile App,white,Video/Streaming,"Streaming, OTT",72832991,General Market
Find differences - brain game,,Mobile App,white,Video/Streaming,"Streaming, OTT",14072085,General Market
Find the Alien,,Mobile App,white,Video/Streaming,"Streaming, OTT",9740256,General Market
Find the Difference 1000+,,Mobile App,white,Video/Streaming,"Streaming, OTT",83477550,General Market
Find the Difference: Spot Fun,,Mobile App,white,Video/Streaming,"Streaming, OTT",21417463,General Market
Find the Differences: Spot Fun,,Mobile App,white,Video/Streaming,"Streaming, OTT",33170501,General Market
Finya,,Mobile App,white,Video/Streaming,"Streaming, OTT",54276943,General Market
Fire Engine Simulator,,Mobile App,white,Video/Streaming,"Streaming, OTT",92018536,General Market
Fire idle: Firefighter play,,Mobile App,white,Video/Streaming,"Streaming, OTT",47167035,General Market
Fish Mania,,Mobile App,white,Video/Streaming,"Streaming, OTT",43494433,General Market
FitProCure,,Mobile App,white,Video/Streaming,"Streaming, OTT",395777234,General Market
Fitpro,,Mobile App,white,Video/Streaming,"Streaming, OTT",786574000,General Market
Flashback: Tricky Fun Riddles,,Mobile App,white,Video/Streaming,"Streaming, OTT",30416739,General Market
Flexy Ring,,Mobile App,white,Video/Streaming,"Streaming, OTT",70098245,General Market
Flick Goal!,,Mobile App,white,Video/Streaming,"Streaming, OTT",41774194,General Market
Flip Skater,,Mobile App,white,Video/Streaming,"Streaming, OTT",29024188,General Market
Flip Tumbling,,Mobile App,white,Video/Streaming,"Streaming, OTT",56283163,General Market
Flipboard,,Mobile App,white,Video/Streaming,"Streaming, OTT",76170763,General Market
FloSports,,Mobile App,white,Video/Streaming,"Sports Fans, Streaming, OTT",212567244,General Market
Floor is Lava,,Mobile App,white,Video/Streaming,"Streaming, OTT",9764365,General Market
Flow Free,,Mobile App,white,Video/Streaming,"Streaming, OTT",125768783,General Market
Flow Free: Hexes,,Mobile App,white,Video/Streaming,"Streaming, OTT",10545988,General Market
Fly Challenge,,Mobile App,white,Video/Streaming,"Streaming, OTT",28745905,General Market
Focus.de - Video,,Mobile App,white,Video/Streaming,"Streaming, OTT",35587517,General Market
Food Network GO,,Mobile App,white,Video/Streaming,"Food Enthusiasts, Streaming, OTT",184497331,General Market
Foodie - Filter ,,Mobile App,white,Video/Streaming,"Food Enthusiasts, Streaming, OTT",60885696,General Market
Foot Mercato : Transferts,,Mobile App,white,Video/Streaming,"Streaming, OTT",168470692,General Market
Foot Mercato : Transferts live,,Mobile App,white,Video/Streaming,"Streaming, OTT",107058450,General Market
FotMob - Soccer Live Scores,,Mobile App,white,Video/Streaming,"Streaming, OTT",565274778,General Market
FotMob Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",15031331,General Market
FotMob iOS,,Mobile App,white,Video/Streaming,"Streaming, OTT",35082955,General Market
Free Fall Run.io,,Mobile App,white,Video/Streaming,"Streaming, OTT",38811832,General Market
Free+Movies+Plus,,Mobile App,white,Video/Streaming,"Streaming, OTT",13751390,General Market
FreeCell,,Mobile App,white,Video/Streaming,"Streaming, OTT",253102580,General Market
FreeCell (Amazon),,Mobile App,white,Video/Streaming,"Streaming, OTT",25206971,General Market
FreeCell (Android),,Mobile App,white,Video/Streaming,"Streaming, OTT",138280959,General Market
FreeCell (iOS),,Mobile App,white,Video/Streaming,"Streaming, OTT",256843605,General Market
FreeCell Solitaire,,Mobile App,white,Video/Streaming,"Streaming, OTT",369139340,General Market
FreeCell Solitaire Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",1555759943,General Market
FreeCell Solitaire: Card Games,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",7045436629,General Market
FreeCell ▻ Solitaire,,Mobile App,white,Video/Streaming,"Streaming, OTT",62509652,General Market
FreeCell ▻ Solitaire  ,,Mobile App,white,Video/Streaming,"Streaming, OTT",26390096,General Market
FreeCell·,,Mobile App,white,Video/Streaming,"Streaming, OTT",37993308,General Market
FreeGames,,Mobile App,white,Video/Streaming,"Streaming, OTT",142634476,General Market
FreeMovie Browser Like Chrome,,Mobile App,white,Video/Streaming,"Streaming, OTT",132952139,General Market
FreeMovie%20Browser%20Like%20Chrome,,Mobile App,white,Video/Streaming,"Streaming, OTT",80999314,General Market
FreeMovie%2BBrowser%2BLike%2BChrome,,Mobile App,white,Video/Streaming,"Streaming, OTT",11747748,General Market
FreeMoviesPlus,,Mobile App,white,Video/Streaming,"Streaming, OTT",13041853,General Market
FreeScan© QR Code Scanner,,Mobile App,white,Video/Streaming,"Streaming, OTT",20104846,General Market
FreeTV Club,,Mobile App,white,Video/Streaming,"Streaming, OTT",95683053,General Market
FreeTube - Google y Ve Gratis,,Mobile App,white,Video/Streaming,"Streaming, OTT",22450710,General Market
FreeTube- Search & Watch Free,,Mobile App,white,Video/Streaming,"Streaming, OTT",176941028,General Market
FreeTube-%20Search%20%26%20Watch%20Free,,Mobile App,white,Video/Streaming,"Streaming, OTT",125138225,General Market
FreeTube-%2BSearch%2B%2526%2BWatch%2BFree,,Mobile App,white,Video/Streaming,"Streaming, OTT",9416519,General Market
FreeVee,,Mobile App,white,AVOD/FAST,"Streaming, OTT",17953464,General Market
FreebieTV,,Mobile App,white,Video/Streaming,"Streaming, OTT",10834187,General Market
Freecell Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",27028619,General Market
Frndly TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",1034622908,General Market
Frndly TVFrndly TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",10484050,General Market
FrndlyTV,,Mobile App,white,Video/Streaming,"Streaming, OTT",53525036,General Market
Fruit Merge: Juicy Drop Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",284114371,General Market
