App/Platform Name,Publisher Name,Type,Site Rating (gray or white),Category,Behavioral Keywords,Market Requests,Audience
CBS 6 News Richmond WTVR,,CTV,white,Broadcast/Cable,"African American, Black Culture, Multicultural, News Consumers, Current Events, Streaming, OTT",,African American
CBS News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",1289728047,General Market
CBS News - Fire TV,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",25603471,General Market
CBS News - Live Breaking News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",32273428,General Market
CBS News Bay Area,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",73451497,General Market
CBS News: Live Breaking News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",310821628,General Market
CBS Sports,,Mobile App,white,Broadcast/Cable,"Sports Fans, Streaming, OTT",9664594,General Market
CBS Sports App,,Mobile App,white,Broadcast/Cable,"Sports Fans, Streaming, OTT",62073102,General Market
CBS Sports App: Scores & News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Sports Fans, Streaming, OTT",626468611,General Market
CBS Sports Stream & Watch Live,,Mobile App,white,Broadcast/Cable,"Sports Fans, Streaming, OTT",106754751,General Market
CBS19 News Now,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",10043841,General Market
CNN,,CTV,white,Broadcast/Cable,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
Channel 3 Eyewitness News WFSB,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",9104811,General Market
Charlotte News from WCNC,,CTV,white,Broadcast/Cable,"African American, Black Culture, Multicultural, News Consumers, Current Events, Streaming, OTT",,African American
Cleveland 19 News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",109188905,General Market
Cleveland 19 News Plus,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",131901163,General Market
Cleveland News from WKYC,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",10133784,General Market
Columbia News from WLTX News19,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",24193813,General Market
Daily Mail: Breaking News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",1587018825,General Market
Daily News: Local & Alerts,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",76388706,General Market
Daily Telugu News - Samayam,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",12147435,General Market
Dakota News Now,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",23559295,General Market
Denver News from 9News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",36564161,General Market
ESPN,,Mobile App,white,Broadcast/Cable,"Sports Fans, Streaming, OTT",28188364,General Market
ESPN for Fire TV,,Mobile App,white,Broadcast/Cable,"Sports Fans, Streaming, OTT",90915166,General Market
Ei Samay - Bengali News App,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",10148391,General Market
Erie News Now,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",24085303,General Market
EstrellaTV,,Mobile App,white,Broadcast/Cable,"Hispanic, Latino, Spanish-Language, Multicultural, Streaming, OTT",110802967,Hispanic/Latino
FOX 12 Oregon,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",201943625,General Market
FOX 13 News Utah,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",24035574,General Market
FOX 13 News UtahFOX 13 News Utah,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",9624928,General Market
FOX 17 West Michigan News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",22434135,General Market
FOX 19 NOW Cincinnati Local,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",389888047,General Market
FOX 8 WVUE,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",14404151,General Market
FOX 8 WVUE Mobile,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",112616231,General Market
FOX 8 WVUE New Orleans,,CTV,white,Broadcast/Cable,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
FOX Carolina News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Auto, Streaming, OTT",234294932,General Market
FOX NOW,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",14366911,General Market
FOX Sports,,Mobile App,white,Broadcast/Cable,"Sports Fans, Streaming, OTT",183034812,General Market
FOX Sports: Watch Live,,Mobile App,white,Broadcast/Cable,"Sports Fans, Streaming, OTT",5361901867,General Market
FOX+8+WVUE+New+Orleans,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",21552927,General Market
FOX10 News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",177173616,General Market
FOX13 Memphis Now,,CTV,white,Broadcast/Cable,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
FOX19 First Alert Weather - Android,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",9074793,General Market
FOX19 Now,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",33163759,General Market
FOX5 Vegas,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",17065691,General Market
FOX5 Vegas - Las Vegas News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",77498904,General Market
FOX61 CT News from WTIC,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",19555376,General Market
Flipboard - Your News Magazine,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",217772743,General Market
Fox Business,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",17839615,General Market
Fox Business Network,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",13904107,General Market
Fox Business: Invested In You,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",43141800,General Market
Fox News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",708352917,General Market
Fox News - Daily Breaking News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",1639690813,General Market
Fox News Channel,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",1147110996,General Market
Fox News: US & World Headlines,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",5341108589,General Market
Fox Weather,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",15995763,General Market
Fox13 Memphis,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",99311535,General Market
Fox13+Memphis,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",92239099,General Market
FoxFM - offline video player,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",1781517669,General Market
FoxNews,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",1283323331,General Market
Greensboro News from WFMY,,CTV,white,Broadcast/Cable,"African American, Black Culture, Multicultural, News Consumers, Current Events, Streaming, OTT",,African American
Hawaii News Now,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",106583479,General Market
Haystack Local & World News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",57893303,General Market
Haystack News: Free Local & World News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",29726220,General Market
Houston News from KHOU 11,,CTV,white,Broadcast/Cable,"African American, Black Culture, Multicultural, News Consumers, Current Events, Streaming, OTT",,African American
HuffPost - News & Politics,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",20524928,General Market
Idaho News from KTVB,,Mobile App,white,Broadcast/Cable,"Asian American, AAPI, Multicultural, News Consumers, Current Events, Streaming, OTT",10364447,Asian American/AAPI
Indianapolis News from 13 WTHR,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",31500965,General Market
Irish Independent News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",39195542,General Market
KALB News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",24490472,General Market
KALB-TV News App,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",22185394,General Market
KBTX News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",32706845,General Market
KCBD NewsChannel 11,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",13565342,General Market
KCCI 8 News - Des Moines,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",13756542,General Market
KCRA 3 News - Sacramento,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",11516572,General Market
KCRG News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",125903787,General Market
KCRG TV9 News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",127777757,General Market
KCTV5 News - Kansas City,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",47455441,General Market
KCTV5 News – Kansas City,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",43203532,General Market
KEZI 9 News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",49011072,General Market
KFDA Amarillo - NewsChannel 10,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",16319864,General Market
KFVS12 - Heartland News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",351821301,General Market
KFVS12+-+Heartland+News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",9518189,General Market
KGNS News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",10393065,General Market
KING 5 News for Seattle-Tacoma,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",15721097,General Market
KING 5 News for Seattle/Tacoma,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",9869324,General Market
KIRO 7 News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",10915837,General Market
KKTV News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",12795138,General Market
KLTV 7 News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",134827217,General Market
KMOV News 4 St. Louis,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",301751097,General Market
KMOV News St. Louis,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",26118259,General Market
KNOE 8 News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",38851898,General Market
KNOE News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",26646355,General Market
KOLD News 13,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",12576460,General Market
KOLO 8 News Now,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",11113130,General Market
KOLO News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",14551675,General Market
KOTA Territory News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",16764223,General Market
KPLC 7 News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",16296521,General Market
KPLC 7News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",77368096,General Market
KPRC News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",10225116,General Market
KPTV FOX 12 Oregon,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",157874058,General Market
KPTV FOX 12 Oregon News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",32288391,General Market
KSBY News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",14961684,General Market
KSLA News 12,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",63253191,General Market
KSTP%205%20Eyewitness%20News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",16167471,General Market
KSWO 7 NEWS,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",11049988,General Market
KTBS 3 News Shreveport,,CTV,white,Broadcast/Cable,"African American, Black Culture, Multicultural, News Consumers, Current Events, Streaming, OTT",,African American
KTRE 9 News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",33960681,General Market
KTTC News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",9905680,General Market
KTVN 2 News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",11171105,General Market
KWCH 12 News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",37297341,General Market
KWQC News|Quad Cities,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",18559160,General Market
KWTX News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",18957539,General Market
KWTX News 10,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",17362680,General Market
KXII News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",35889775,General Market
KY3 News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",174084770,General Market
KY3+News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",10161830,General Market
Knoxville News from WBIR,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",31077728,General Market
Local 3 News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",103849853,General Market
Local News 8 - Eyewitness News 3,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",36154939,General Market
Local News: Breaking & Latest,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",165315745,General Market
Local+3+News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",9304276,General Market
MailOnline: Breaking News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",1127971669,General Market
Manorama News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",9386046,General Market
Manorama Online: News & Videos,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",11455982,General Market
Marathi News Maharashtra Times,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",74366936,General Market
Moneycontrol - Markets & News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",150653496,General Market
Moneycontrol-Share Market|News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",751575612,General Market
NBC News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",9122408,General Market
NBC News: Breaking & US News - Android,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",100511953,General Market
NBC News: Breaking News & Live,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",17842492,General Market
NBC12 News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",15459126,General Market
NBT News : Hindi News Updates,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",154488824,General Market
NDTV : Daily News & Updates,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",54089613,General Market
NDTV News - India,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",9317899,General Market
NDTV News App,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",75074688,General Market
NEWS CENTER Maine,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",39858245,General Market
Navbharat Times - Hindi News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",22123331,General Market
New Orleans News from WWL,,CTV,white,Broadcast/Cable,"African American, Black Culture, Multicultural, News Consumers, Current Events, Streaming, OTT",,African American
News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",16590081,General Market
News 3 WTKR Norfolk,,CTV,white,Broadcast/Cable,"African American, Black Culture, Multicultural, News Consumers, Current Events, Streaming, OTT",,African American
News 5 Cleveland WEWS,,CTV,white,Broadcast/Cable,"African American, Black Culture, Multicultural, News Consumers, Current Events, Streaming, OTT",,African American
News 6+,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",9319592,General Market
News Break: Local & Breaking,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",2792319826,General Market
News Channel 5 Nashville WTVFNews Channel 5 Nashvill…,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",24962212,General Market
News12NewYork,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",24515045,General Market
News24: Trusted News. First,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",12451661,General Market
News4JAX+,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",37831804,General Market
News4Jax - WJXT Channel 4,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",26938877,General Market
News4Jax TV - WJXT,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",49890553,General Market
NewsBreak,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",7282907968,General Market
NewsBreak Local News & Alerts,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",208878627,General Market
NewsBreak: Local News & Alerts,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",2498834410,General Market
NewsChannel 13 KRDO.com,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",15052108,General Market
NewsChannel 5 Nashville WTVF,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",41711260,General Market
NewsIT,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",114990808,General Market
NewsNation: Unbiased News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",27438341,General Market
NewsON,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",250488788,General Market
NewsOn,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",302292191,General Market
Newsbeast,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",65315111,General Market
Newsbeast.gr,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",68525123,General Market
Newspoint: Public News App,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",9909719,General Market
Newsy,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",17107946,General Market
OneFOX,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",15331863,General Market
OneFootball  Soccer News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",10842654,General Market
OneFootball - Football news,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",68168634,General Market
OneFootball - Soccer News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",22988600,General Market
OneFox,,Mobile App,white,Broadcast/Cable,"Streaming, OTT",538090563,General Market
Opera News Final,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",75447010,General Market
Opera News: breaking & local,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",27325272,General Market
Promiflash News,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",12220390,General Market
Region 8 News - KAIT,,Mobile App,white,Broadcast/Cable,"News Consumers, Current Events, Streaming, OTT",196009414,General Market
